Compound CID,BioAssay AID,Substance SID,Activity,Protein GI (NCBI),NCBI Gene ID,Activity value (µM),Activity type,BioAssay Name,BioAssay Type,PMID,pIC50 (M)
3385,2007488,103507642,Unspecified,,,45.04,IC50,Anticancer activity against human MCF7 cells assessed as cell growth inhibition measured after 48 hrs by MTT assay,Confirmatory,36481599.0,4.34640161815671
3385,2007497,103507642,Unspecified,,,78.28,IC50,Anticancer activity against human MCF7 cells assessed as cell growth inhibition measured after 48 hrs by WST-1 assay,Confirmatory,36481599.0,4.106349183014037
3385,2007522,103507642,Unspecified,,,45.04,IC50,Anticancer activity against human MCF7 cells assessed as cell growth inhibition by MTT assay,Confirmatory,36481599.0,4.34640161815671
3385,2009772,103507642,Unspecified,,,24.5,IC50,Cytotoxicity against human MCF7 cells assessed inhibition of cell growth incubated for 72 hrs by MTT assay,Confirmatory,37098306.0,4.610833915635467
3385,2012102,103507642,Unspecified,,,12.23,IC50,Antiproliferative activity against human MCF7 cells measured after 72 hrs by MTT assay,Confirmatory,37379957.0,4.912573542963715
3385,2028838,103507642,Active,,,0.235,IC50,Anticancer activity against human MCF7 cells incubated for 72 hrs by MTT assay,Confirmatory,36921275.0,6.628932137728264
10002209,1252615,160674826,Unspecified,,,10.4,IC50,Antiproliferative activity against human MCF7 cells for 72 hrs by cyquant assay,Confirmatory,26331426.0,4.982966660701219
108003,606022,103597642,Unspecified,,,25.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTS assay,Confirmatory,21513293.0,4.6020599913279625
5488193,1357474,103518855,Unspecified,,,11.23,IC50,Growth inhibition of human MCF7 cells after 24 hrs by MTT assay,Confirmatory,29609121.0,4.949620243738543
5488193,1478623,103518855,Unspecified,,,11.2,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by CCK8 assay,Confirmatory,28376372.0,4.950781977329818
10607,273082,103168084,Active,,,0.015,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs,Confirmatory,17034133.0,7.823908740944319
10607,290175,103168084,Active,,,0.015,IC50,Antiproliferative activity against human MCF7 cells,Confirmatory,17197178.0,7.823908740944319
10607,299205,103168084,Active,,,0.015,IC50,Antiproliferative activity against human MCF7 cells,Confirmatory,17482458.0,7.823908740944319
10607,310756,103168084,Active,,,0.015,IC50,Antiproliferative activity against human MCF7 cells,Confirmatory,17977727.0,7.823908740944319
10607,340105,103168084,Active,,,8.5,IC50,Cytotoxicity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,18586491.0,5.070581074285707
10607,634096,103168084,Active,,,1.18,IC50,Anticancer activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,22136907.0,5.928117992693875
10607,657123,103168084,Active,,,3.5,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by SRB assay,Confirmatory,22472045.0,5.455931955649724
10607,1069845,103168084,Unspecified,,,64.99,IC50,Cytotoxicity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,24457094.0,4.187153463032929
10607,1186370,103168084,Active,,,0.0001,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by SRB assay,Confirmatory,25084144.0,10.0
10607,1186371,103168084,Active,,,0.0004,IC50,Cytotoxicity against human MCF7 cells in presence of 10 mM DTT after 48 hrs by SRB assay,Confirmatory,25084144.0,9.397940008672037
10607,1233444,103168084,Active,,,3.34,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability by SRB assay,Confirmatory,26022842.0,5.476253533188435
10607,1233713,103168084,Active,,,0.017,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell proliferation incubated for 72 hrs by SRB assay,Confirmatory,26086179.0,7.769551078621726
10607,1281531,103168084,Active,,,0.23,IC50,Antiproliferative activity against human MCF7 cells after 96 hrs by propidium iodide-based monolayer assay,Confirmatory,26854430.0,6.638272163982407
10607,1306331,103168084,Active,,,1.11,IC50,Cytotoxicity against human MCF7 cells after 36 hrs by MTT assay,Confirmatory,27262599.0,5.954677021213342
10607,1317399,103168084,Active,,,0.01,IC50,Antiproliferative activity against human MCF7 cells after 96 hrs by SRB assay,Confirmatory,27187855.0,8.0
10607,1334734,103168084,Active,,,0.02,IC50,Antiproliferative activity against human MCF7 assessed as reduction in cell viability measured after 48 hrs by SRB assay,Confirmatory,27919655.0,7.698970004336019
10607,1361519,103168084,Active,,,2.21,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,30025350.0,5.655607726314889
10607,1395722,103168084,Active,,,4.16,IC50,Cytotoxicity against human MCF7 cells preincubated for 4 hrs followed by incubation in compound free media for 24 hrs by MTT assay,Confirmatory,29605808.0,5.380906669373257
10607,1403415,103168084,Active,,,3.06,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,29289884.0,5.51427857351842
10607,1410383,103168084,Active,,,0.028,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,29670695.0,7.552841968657781
10607,1410386,103168084,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells after 24 hrs by annexin-V-FITC/propidium iodide staining based flow cytometric method,Confirmatory,29670695.0,4.0
10607,1416605,103168084,Active,,,3.75,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,30108892.0,5.425968732272281
10607,1428409,103168084,Active,,,0.02,IC50,Cytotoxicity against vinblastine-sensitive human MCF7 cells assessed as growth inhibition after 72 hrs by SRB assay,Confirmatory,28006904.0,7.698970004336019
10607,1428410,103168084,Active,,,0.2,IC50,Cytotoxicity against multidrug resistant human MCF7 cells cultured in vinblastine free medium assessed as growth inhibition after 72 hrs by SRB assay,Confirmatory,28006904.0,6.698970004336019
10607,1428411,103168084,Active,,,0.3,IC50,Cytotoxicity against multidrug resistant human MCF7 cells cultured in vinblastine containing medium assessed as growth inhibition after 72 hrs by SRB assay,Confirmatory,28006904.0,6.522878745280337
10607,1489076,103168084,Active,,,7.13,IC50,Cytotoxicity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,28757065.0,5.146910470148135
10607,1515152,103168084,Active,,,0.28,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by CellTiter 96 AQueous one solution cell proliferation assay,Confirmatory,30482548.0,6.552841968657781
10607,1545817,103168084,Active,,,3.06,IC50,Antiproliferative activity against human MCF7 cells by MTT assay,Confirmatory,31546197.0,5.51427857351842
10607,1549910,103168084,Active,,,2.4,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 48 hrs by MTT assay,Confirmatory,30878833.0,5.619788758288394
10607,1639488,103168084,Active,,,0.005,IC50,Cytotoxicity against human MCF7 cells measured after 72 hrs by sulforhodamine B assay,Confirmatory,30920216.0,8.301029995663981
10607,1688050,103168084,Unspecified,,,10.86,IC50,Antiproliferative activity against human MCF-7 cells assessed as inhibition of cell growth measured after 48 hrs by SRB assay,Confirmatory,31884407.0,4.964170174747172
10607,1754703,103168084,Unspecified,,,200.0,IC50,Cytotoxicity in human MCF7 cells assessed as inhibition of cell proliferation measured by CCK-8 assay,Confirmatory,34098082.0,3.6989700043360187
10607,1760331,103168084,Active,,,0.0158,IC50,Antiproliferative activity against human MCF7 cells incubated for 72 hrs by MTT assay,Confirmatory,32992133.0,7.801342913045578
10607,1760384,103168084,Active,,,2.13,IC50,Antiproliferative activity against human MCF7 cells incubated for 24 hrs by MTT assay,Confirmatory,32992133.0,5.671620396561262
10607,1882892,103168084,Active,,,0.039,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability measured after 24 hrs by MTT assay,Confirmatory,35447432.0,7.4089353929735005
10607,1882897,103168084,Active,,,0.043,IC50,Cytotoxicity against human MCF7/TxR cells assessed as reduction in cell viability measured after 24 hrs by MTT assay,Confirmatory,35447432.0,7.366531544420414
10607,1931840,103168084,Unspecified,,,64.99,IC50,Anticancer activity against human MCF7 cells assessed as inhibition of cell growth incubated for 24 hrs by MTT assay,Confirmatory,32731188.0,4.187153463032929
10607,1956021,103168084,Unspecified,,,10.04,IC50,Cytotoxicity against human MCF7 cells incubated for 72 hrs by Sulphorhodamine assay,Confirmatory,37146520.0,4.998266287190999
10607,1971043,103168084,Unspecified,,,16.67,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell proliferation measured after 48 hrs by CCK-8 assay,Confirmatory,37395092.0,4.778064400171995
10607,2005238,103168084,Active,,,2.4,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability incubated for 120 hrs by MTT assay,Confirmatory,38107170.0,5.619788758288394
5467477,1286193,103387554,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,26690274.0,5.0
9890209,1290009,103588258,Unspecified,,,56.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,26854375.0,4.251811972993799
638024,1083987,103217468,Unspecified,,,99.0,IC50,Cytotoxicity against Homo sapiens (human) MCF7 cells by SRB assay,Confirmatory,,4.00436480540245
638024,1117060,103217468,Active,,,0.99,IC50,Cytotoxicity against Homo sapiens (human) MCF7 cells after 48 hr by MTT assay,Confirmatory,,6.00436480540245
638024,1506734,103217468,Unspecified,,,12.96,IC50,Antiproliferative activity in human MCF7 cells assessed as reduction in cell number incubated for 48 hrs by SRB assay,Confirmatory,30108756.0,4.8873949984654255
5376979,102612,103323399,Unspecified,,,16.3,IC50,The compound was tested for antiproliferative activity against MCF-7 human breast cancer cells,Confirmatory,11720850.0,4.787812395596042
5376979,1286193,103323399,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,26690274.0,5.0
5376979,1515152,103323399,Unspecified,,,50.0,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by CellTiter 96 AQueous one solution cell proliferation assay,Confirmatory,30482548.0,4.301029995663981
637760,295384,103166159,Unspecified,,,63.0,IC50,Growth inhibition of MCF7 cells by sulforhodamine assay,Confirmatory,17383189.0,4.200659450546418
637760,1419577,103166159,Unspecified,,,12.6,IC50,Cytotoxicity in human MCF7 cells assessed as reduction in cell viability incubated for 68 hrs by MTT assay,Confirmatory,28411546.0,4.8996294548824375
637760,1819031,103166159,Unspecified,,,10.0,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by SRB assay,Confirmatory,35026948.0,5.0
6167,101610,103177124,Active,,,0.0153,IC50,Inhibition of MCF-7 cell proliferation,Confirmatory,7990108.0,7.815308569182402
6167,103890,103177124,Unspecified,,,12.0,IC50,Anti tumor activity on human breast cancer cell line MDR-positive MCF-7 ADRr after 72 hours of treatment,Confirmatory,10602712.0,4.920818753952375
6167,281505,103177124,Active,,,0.013,IC50,Growth inhibition of human MCF7 cells assessed as G2/M DNA content after 48 hrs,Confirmatory,15566282.0,7.886056647693163
6167,288668,103177124,Active,,,0.013,IC50,Growth inhibition of human MCF7 cells after 48 hrs,Confirmatory,17497841.0,7.886056647693163
6167,473622,103177124,Active,,,0.0134,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by crystal violet biomass reduction assay,Confirmatory,20334421.0,7.872895201635193
6167,483368,103177124,Active,,,0.012,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by crystal violet staining,Confirmatory,20529690.0,7.920818753952375
6167,486600,103177124,Active,,,0.017,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,20493717.0,7.769551078621726
6167,538692,103177124,Active,,,0.017,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,21036623.0,7.769551078621726
6167,612257,103177124,Active,,,1.9,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,21576023.0,5.721246399047171
6167,642052,103177124,Active,,,0.005,IC50,Growth inhibition of human MCF7 cells after 96 hrs,Confirmatory,22044164.0,8.301029995663981
6167,657607,103177124,Active,,,0.53,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,22512906.0,6.275724130399211
6167,721884,103177124,Active,,,0.005,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition by trypan blue exclusion assay,Confirmatory,23214452.0,8.301029995663981
6167,724227,103177124,Active,,,0.013,IC50,Cytotoxicity against human MCF7 cells by SRB assay,Confirmatory,23220647.0,7.886056647693163
6167,733789,103177124,Active,,,0.29,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,23425970.0,6.537602002101044
6167,749382,103177124,Active,,,0.017,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,23602523.0,7.769551078621726
6167,774674,103177124,Active,,,0.019,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,23932339.0,7.721246399047171
6167,1163577,103177124,Active,,,0.058,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell proliferation after 48 hrs by MTT assay,Confirmatory,25208345.0,7.236572006437063
6167,1183706,103177124,Active,,,0.005,IC50,Cytotoxicity against human MCF7 cells after 96 hrs by Giemsa staining-based light microscopy,Confirmatory,25025991.0,8.301029995663981
6167,1189144,103177124,Active,,,0.16,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by SRB method,Confirmatory,25061803.0,6.795880017344075
6167,1189151,103177124,Active,,,3.2,IC50,Antiproliferative activity against doxorubicin-resistant human MCF7 cells after 48 hrs by SRB method,Confirmatory,25061803.0,5.494850021680094
6167,1189587,103177124,Active,,,0.012,IC50,Cytotoxicity against human MCF7 cells after 3 days by MTT assay,Confirmatory,25426924.0,7.920818753952375
6167,1191358,103177124,Active,,,0.07,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,25499929.0,7.154901959985743
6167,1198453,103177124,Active,,,0.39,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,25703297.0,6.4089353929735005
6167,1237707,103177124,Active,,,0.005,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by SRB assay,Confirmatory,26132075.0,8.301029995663981
6167,1333451,103177124,Active,,,0.072,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,27608432.0,7.142667503568732
6167,1341374,103177124,Active,,,0.0238,IC50,Antimitotic activity in human MCF7 cells assessed as mitotic index measured after 20 hrs by DAPI-staining based fluorescence microscopic analysis,Confirmatory,,7.623423042943488
6167,1384275,103177124,Active,,,0.012,IC50,Antiproliferative activity against human MCF7 cells after 2 days by MTT assay,Confirmatory,29550732.0,7.920818753952375
6167,1395531,103177124,Active,,,0.02,IC50,Antiproliferative activity against human MCF7 cells after 2 days by MTT assay,Confirmatory,29604583.0,7.698970004336019
6167,1413548,103177124,Active,P07437,203068.0,4.59,IC50,Inhibition of tubulin beta polymerization in human MCF7 cells after 48 hrs by ELISA,Confirmatory,30288225.0,5.338187314462739
6167,1414042,103177124,Active,,,0.041,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell proliferation after 72 hrs by MTT assay,Confirmatory,30429975.0,7.3872161432802645
6167,1424777,103177124,Active,,,0.005,IC50,Growth inhibition of human MCF7 cells after 96 hrs by trypan blue exclusion assay,Confirmatory,29730191.0,8.301029995663981
6167,1425781,103177124,Active,,,0.54,IC50,Antiproliferative activity against human MCF7 cells measured after 24 hrs by MTT assay,Confirmatory,,6.267606240177032
6167,1428409,103177124,Active,,,0.05,IC50,Cytotoxicity against vinblastine-sensitive human MCF7 cells assessed as growth inhibition after 72 hrs by SRB assay,Confirmatory,28006904.0,7.301029995663981
6167,1428410,103177124,Active,,,2.8,IC50,Cytotoxicity against multidrug resistant human MCF7 cells cultured in vinblastine free medium assessed as growth inhibition after 72 hrs by SRB assay,Confirmatory,28006904.0,5.552841968657781
6167,1428411,103177124,Active,,,2.8,IC50,Cytotoxicity against multidrug resistant human MCF7 cells cultured in vinblastine containing medium assessed as growth inhibition after 72 hrs by SRB assay,Confirmatory,28006904.0,5.552841968657781
6167,1431295,103177124,Active,,,0.012,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by MTT assay,Confirmatory,27915168.0,7.920818753952375
6167,1435404,103177124,Active,,,0.1504,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by SRB assay,Confirmatory,27744186.0,6.822752163744377
6167,1497175,103177124,Active,P07437,203068.0,6.93,IC50,Inhibition of tubulin beta polymerization in human MCF7 cells after 18 to 24 hrs by ELISA based spectrophotometric analysis,Confirmatory,29793751.0,5.159266765388193
6167,1500601,103177124,Active,,,0.0134,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,28763646.0,7.872895201635193
6167,1501686,103177124,Active,,,0.012,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,28863359.0,7.920818753952375
6167,1519872,103177124,Active,,,0.005,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell growth incubated for 96 hrs by MTT assay,Confirmatory,31727471.0,8.301029995663981
6167,1527071,103177124,Unspecified,,,0.3,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability incubated for 24 hrs by SRB assay,Confirmatory,31655432.0,6.522878745280337
6167,1527074,103177124,Active,,,0.0413,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability,Confirmatory,31655432.0,7.384049948343599
6167,1535574,103177124,Active,,,0.44,IC50,Antiproliferative activity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,30606674.0,6.356547323513813
6167,1549910,103177124,Unspecified,,,14.3,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 48 hrs by MTT assay,Confirmatory,30878833.0,4.844663962534939
6167,1566295,103177124,Active,,,0.0543,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability incubated for 120 hrs by MTT assay,Confirmatory,31653441.0,7.265200170411153
6167,1625723,103177124,Active,,,0.0641,IC50,Antiproliferative activity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,27213819.0,7.193141970481182
6167,1625739,103177124,Active,,,6.005,IC50,Cytotoxicity against P-gp overexpressing human MCF7/ADR cells assessed as reduction in cell growth after 24 hrs by MTT assay,Confirmatory,27213819.0,5.221486988261075
6167,1628401,103177124,Active,,,0.047,IC50,Growth inhibition of human MCF7 cells incubated for 72 hrs by MTT assay,Confirmatory,27172319.0,7.327902142064283
6167,1657526,103177124,Active,,,0.06,IC50,Cytotoxicity against human MCF7 cells after 68 hrs by MTT assay,Confirmatory,32243160.0,7.221848749616356
6167,1673967,103177124,Active,,,0.054,IC50,Antiproliferative activity against human MCF7 cells incubated for 72 hrs by sulforhodamine B assay,Confirmatory,32432867.0,7.267606240177032
6167,1694406,103177124,Active,,,0.0207,IC50,Antiproliferative activity against human MCF-7 cells incubated for 72 hrs by SRB assay,Confirmatory,33465696.0,7.684029654543083
6167,1703285,103177124,Active,,,0.018,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell proliferation measured after 48 hrs by CCK-8 assay,Confirmatory,32650183.0,7.7447274948966935
6167,1736450,103177124,Active,,,0.11,IC50,Antiproliferative activity against human MCF7 cells incubated for 48 hrs by MTT assay,Confirmatory,32035399.0,6.958607314841775
6167,1736451,103177124,Active,,,0.52,IC50,Antiproliferative activity against drug-resistant human MCF7 cells incubated for 48 hrs by MTT assay,Confirmatory,32035399.0,6.2839966563652006
6167,1750228,103177124,Active,,,0.021,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay,Confirmatory,33788562.0,7.6777807052660805
6167,1754732,103177124,Active,,,0.013,IC50,Antiproliferative activity against human MCF-7 cells assessed as inhibition of proliferation after 72 hrs by SRB assay,Confirmatory,34116158.0,7.886056647693163
6167,1755839,103177124,Active,,,0.038,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,33234343.0,7.42021640338319
6167,1756946,103177124,Active,,,0.0109,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell growth measured after 72 hrs by SRB assay,Confirmatory,33611191.0,7.962573502059376
6167,1773137,103177124,Active,,,0.04,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,34311158.0,7.3979400086720375
6167,1809653,103177124,Active,,,0.0101,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell proliferation incubated for 72 hrs by SRB assay,Confirmatory,34592435.0,7.995678626217358
6167,1817855,103177124,Active,,,0.018,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Confirmatory,34571171.0,7.7447274948966935
6167,1822505,103177124,Active,,,0.064,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability measured after 24 hrs by MTT assay,Confirmatory,35084853.0,7.1938200260161125
6167,1832108,103177124,Active,,,0.048,IC50,Antiproliferative activity against human MCF7 assessed as reduction in cell viability measured after 48 hrs by MTT assay,Confirmatory,34175541.0,7.318758762624412
6167,1850713,103177124,Active,,,5.19,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell growth incubated for 48 hrs by MTT assay,Confirmatory,35694693.0,5.284832642151542
6167,1856348,103177124,Active,P04350,10382.0,1.4,IC50,Inhibition of tubulin polymerization in human MCF7 cells by ELISA,Confirmatory,36092142.0,5.853871964321762
6167,1856348,103177124,Active,P07437,203068.0,1.4,IC50,Inhibition of tubulin polymerization in human MCF7 cells by ELISA,Confirmatory,36092142.0,5.853871964321762
6167,1856348,103177124,Active,P0DPH7,7278.0,1.4,IC50,Inhibition of tubulin polymerization in human MCF7 cells by ELISA,Confirmatory,36092142.0,5.853871964321762
6167,1856348,103177124,Active,P68363,10376.0,1.4,IC50,Inhibition of tubulin polymerization in human MCF7 cells by ELISA,Confirmatory,36092142.0,5.853871964321762
6167,1856348,103177124,Active,P68366,7277.0,1.4,IC50,Inhibition of tubulin polymerization in human MCF7 cells by ELISA,Confirmatory,36092142.0,5.853871964321762
6167,1856348,103177124,Active,P68371,10383.0,1.4,IC50,Inhibition of tubulin polymerization in human MCF7 cells by ELISA,Confirmatory,36092142.0,5.853871964321762
6167,1856348,103177124,Active,Q13509,10381.0,1.4,IC50,Inhibition of tubulin polymerization in human MCF7 cells by ELISA,Confirmatory,36092142.0,5.853871964321762
6167,1856348,103177124,Active,Q13885,7280.0,1.4,IC50,Inhibition of tubulin polymerization in human MCF7 cells by ELISA,Confirmatory,36092142.0,5.853871964321762
6167,1856348,103177124,Active,Q3ZCM7,347688.0,1.4,IC50,Inhibition of tubulin polymerization in human MCF7 cells by ELISA,Confirmatory,36092142.0,5.853871964321762
6167,1856348,103177124,Active,Q6PEY2,112714.0,1.4,IC50,Inhibition of tubulin polymerization in human MCF7 cells by ELISA,Confirmatory,36092142.0,5.853871964321762
6167,1856348,103177124,Active,Q71U36,7846.0,1.4,IC50,Inhibition of tubulin polymerization in human MCF7 cells by ELISA,Confirmatory,36092142.0,5.853871964321762
6167,1856348,103177124,Active,Q9BQE3,84790.0,1.4,IC50,Inhibition of tubulin polymerization in human MCF7 cells by ELISA,Confirmatory,36092142.0,5.853871964321762
6167,1856348,103177124,Active,Q9BUF5,84617.0,1.4,IC50,Inhibition of tubulin polymerization in human MCF7 cells by ELISA,Confirmatory,36092142.0,5.853871964321762
6167,1856348,103177124,Active,Q9BVA1,347733.0,1.4,IC50,Inhibition of tubulin polymerization in human MCF7 cells by ELISA,Confirmatory,36092142.0,5.853871964321762
6167,1856348,103177124,Active,Q9H4B7,81027.0,1.4,IC50,Inhibition of tubulin polymerization in human MCF7 cells by ELISA,Confirmatory,36092142.0,5.853871964321762
6167,1872845,103177124,Unspecified,,,24.98,IC50,Cytotoxicity against human MCF7 cells treated for 72 hrs by MTT assay,Confirmatory,35344904.0,4.602407565961883
6167,1875313,103177124,Active,,,0.05,IC50,Cytotoxicity in human MCF7 cells assessed as growth inhibition level after 48 hrs by SRB assay,Confirmatory,36162138.0,7.301029995663981
6167,1875314,103177124,Active,,,1.57,IC50,Cytotoxicity in human MCF7/Vin cells assessed as growth inhibition level after 48 hrs by SRB assay,Confirmatory,36162138.0,5.804100347590766
6167,1882727,103177124,Active,,,0.22,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell growth incubated for 24 hrs in presence of foetal bovine serum by MTT assay,Confirmatory,35367708.0,6.657577319177793
6167,1882892,103177124,Active,,,0.16,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability measured after 24 hrs by MTT assay,Confirmatory,35447432.0,6.795880017344075
6167,1888929,103177124,Active,,,0.028,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,34968813.0,7.552841968657781
6167,1898100,103177124,Active,,,0.006,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell growth incubated for 72 hrs by MTT assay,Confirmatory,36511661.0,8.221848749616356
6167,1903069,103177124,Active,,,0.043,IC50,Antiproliferative activity against human MCF7 cells over expressing GLUT1 measured after 72 hrs by MTT assay,Confirmatory,35193066.0,7.366531544420414
6167,1929663,103177124,Active,,,0.41,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell proliferation incubated for 24 hrs by MTT assay,Confirmatory,36760739.0,6.3872161432802645
6167,1950097,103177124,Active,,,0.005,IC50,Cytotoxicity against human MCF7 cells assessed as cell growth inhibition incubated for 3 days by trypan blue exclusion assay,Confirmatory,28523104.0,8.301029995663981
6167,1968918,103177124,Unspecified,,,10.47,IC50,Antiproliferative activity against human MCF7 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay,Confirmatory,36067627.0,4.980053318321158
6167,1988705,103177124,Active,,,0.022,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell proliferation incubated for 48 hrs by MTT assay,Confirmatory,37145846.0,7.657577319177793
6167,2005238,103177124,Unspecified,,,14.3,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability incubated for 120 hrs by MTT assay,Confirmatory,38107170.0,4.844663962534939
6167,2008150,103177124,Active,,,0.043,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell growth by MTT assay,Confirmatory,36893627.0,7.366531544420414
6167,2011759,103177124,Active,,,0.001,IC50,Antiproliferative activity against ERalpha positive human MCF7 cells assessed as inhibition of cell proliferation incubated for 72 hrs by CCK8 assay,Confirmatory,37584263.0,9.0
6167,2017627,103177124,Active,,,0.068,IC50,Antiproliferative activity against human MCF7 cells assessed as cell growth inhibition incubated for 72 hrs by MTT assay,Confirmatory,37182330.0,7.167491087293763
6167,2037097,103177124,Active,,,0.046,IC50,Antiproliferative activity against human MCF7 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay,Confirmatory,37856840.0,7.337242168318426
10205,657261,103222017,Active,,,5.5,IC50,Antiproliferative activity against ER-positive human MCF7 cells after 24 hrs by MTT assay,Confirmatory,22483392.0,5.259637310505756
10205,1062008,103222017,Active,,,5.1,IC50,Cytotoxicity against human MCF7 cells expressing HER2delta16 assessed as reduction of cell viability after 48 hrs CellTiter-Glo assay,Confirmatory,24355130.0,5.292429823902063
10205,1062009,103222017,Active,,,2.84,IC50,Cytotoxicity against human MCF7 cells expressing HER2 assessed as reduction of cell viability after 48 hrs CellTiter-Glo assay,Confirmatory,24355130.0,5.546681659952962
10205,1062010,103222017,Active,,,3.35,IC50,Cytotoxicity against human MCF7 cells expressing pcDNA3 assessed as reduction of cell viability after 48 hrs CellTiter-Glo assay,Confirmatory,24355130.0,5.474955192963154
10205,1156517,103222017,Unspecified,,,12.2,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell viability after 48 hrs by MTT assay,Confirmatory,24953027.0,4.913640169325252
