Compound CID,BioAssay AID,Substance SID,Activity,Protein GI (NCBI),NCBI Gene ID,Activity value (µM),Activity type,BioAssay Name,BioAssay Type,PMID
5284373,1758181,103230651,Unspecified,P08183,5243.0,59.1,IC50,Inhibition of P-glycoprotein in human MCF7/ADR cells assessed as reversal fold by measuring reduction in doxorubicin IC50 at 5 uM incubated for 48 hrs by CCK-8 assay,Confirmatory,33725657.0
5284373,1973674,103230651,Active,,,0.518,IC50,Cytotoxicity against DOX-resistant human MCF7/ADR cells assessed as doxorubicin IC50 incubated for 48 hrs in presence of doxorubicin by CCK8 assay,Confirmatory,36645980.0
5284373,2030259,103230651,Active,P08183,5243.0,0.678,IC50,Inhibition of P-gp-mediated multidrug resistance in doxorubicin-resistant human MCF7/ADR cells assessed as potentiation of doxorubicin-induced cytotoxicity by measuring doxorubicin IC50 incubated for 48 hrs by CCK-8 assay,Confirmatory,37011035.0
249332,247633,164144456,Active,,,0.01,IC50,Cytotoxic activity against human tumor MCF-7 cell line,Confirmatory,15857148.0
249332,1262238,164144456,Active,,,0.51,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by SRB assay,Confirmatory,26522953.0
101911911,1443719,312391263,Unspecified,,,79.7,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by neutral red assay,Confirmatory,28318944.0
443939,452681,104234257,Active,,,5.75,IC50,Cytotoxicity against human MCF7 cells after 3 days,Confirmatory,19954977.0
443939,456251,104234257,Active,,,2.1,IC50,Cytotoxicity against human MCF7 cells after 4 days by ELISA reader assay,Confirmatory,19939682.0
443939,467996,104234257,Active,,,0.65,IC50,Cytotoxic activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,19618898.0
443939,478006,104234257,Active,,,0.39,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by sulforhodamine B assay,Confirmatory,20353152.0
443939,478103,104234257,Active,,,1.5,IC50,Cytotoxicity against human MCF7 cells after 45 hrs by resazurin microplate assay,Confirmatory,20364867.0
443939,478259,104234257,Active,,,6.2,IC50,Cytotoxicity against human topotecan-resistant MCF7 cells after 24 hrs by MTT assay,Confirmatory,20133021.0
443939,478260,104234257,Active,,,1.3,IC50,Cytotoxicity against human topotecan-resistant MCF7 cells after 48 hrs by MTT assay,Confirmatory,20133021.0
443939,478261,104234257,Active,,,1.0,IC50,Cytotoxicity against human topotecan-resistant MCF7 cells after 72 hrs by MTT assay,Confirmatory,20133021.0
443939,478263,104234257,Active,,,0.08,IC50,Cytotoxicity against human topotecan-resistant MCF7 cells after 72 hrs by MTT assay in presence of 1.2 mM BCRP inhibitor fumitremorgin C,Confirmatory,20133021.0
443939,490209,104234257,Active,,,5.1,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,20627721.0
443939,510625,104234257,Unspecified,,,18.9,IC50,Cytotoxicity against human MCF7 cells after 4 days by MTT assay,Confirmatory,20619511.0
443939,549506,104234257,Active,,,1.65,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,21123066.0
443939,566853,104234257,Unspecified,,,10.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,21090801.0
443939,592420,104234257,Active,,,0.15,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell proliferation after 72 hrs by SRB assay,Confirmatory,21192108.0
443939,595893,104234257,Active,,,4.9,IC50,Cytotoxicity against human MCF7 cells after 45 hrs by resazurin microplate assay,Confirmatory,21473608.0
443939,619899,104234257,Active,,,5.1,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,21875764.0
443939,636833,104234257,Unspecified,,,15.0,IC50,Cytotoxicity against human MCF7 cells by resazurin microplate assay,Confirmatory,21995505.0
443939,689428,104234257,Active,,,0.44,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by SRB assay,Confirmatory,22574992.0
443939,1057307,104234257,Active,,,0.075,IC50,Growth inhibition of human MCF7 cells after 72 hrs by CellTiter-Blue assay,Confirmatory,24153206.0
443939,1083987,104234257,Active,,,0.8,IC50,Cytotoxicity against Homo sapiens (human) MCF7 cells by SRB assay,Confirmatory,
443939,1126868,104234257,Active,,,0.44,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 72 hrs by SRB assay,Confirmatory,24686017.0
443939,1171350,104234257,Active,,,0.88,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,25408835.0
443939,1171351,104234257,Unspecified,,,94.1,IC50,Cytotoxicity against adriamycin-resistant human MCF7 cells after 48 hrs by MTT assay,Confirmatory,25408835.0
443939,1176796,104234257,Active,,,2.78,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,25529734.0
443939,1180308,104234257,Active,,,0.1,IC50,Cytotoxicity against human MCF7 cells by SRB method,Confirmatory,24951333.0
443939,1318676,104234257,Active,,,1.0,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell survival rate after 48 hrs by MTT assay,Confirmatory,27240278.0
443939,1337589,104234257,Active,,,5.31,IC50,Antiproliferative activity against human MCF7 cells measured after 72 hrs by CCK8 assay,Confirmatory,27654394.0
443939,1359650,104234257,Active,,,0.04482,IC50,Antiproliferative activity against human MCF7 cells after 48 to 72 hrs by MTT assay,Confirmatory,29754076.0
443939,1359657,104234257,Unspecified,,,54.7492,IC50,Antiproliferative activity against human MCF7/ADR cells after 48 to 72 hrs by MTT assay,Confirmatory,29754076.0
443939,1378625,104234257,Active,,,0.2,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,28749671.0
443939,1387377,104234257,Active,,,1.0,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,30222343.0
443939,1398448,104234257,Active,,,0.4,IC50,Cytotoxicity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,30049584.0
443939,1400964,104234257,Active,,,2.3,IC50,Antiproliferative activity in human MCF7 cells after 48 hrs by MTT assay,Confirmatory,28570977.0
443939,1428409,104234257,Active,,,1.3,IC50,Cytotoxicity against vinblastine-sensitive human MCF7 cells assessed as growth inhibition after 72 hrs by SRB assay,Confirmatory,28006904.0
443939,1428410,104234257,Active,,,9.2,IC50,Cytotoxicity against multidrug resistant human MCF7 cells cultured in vinblastine free medium assessed as growth inhibition after 72 hrs by SRB assay,Confirmatory,28006904.0
443939,1428411,104234257,Active,,,5.3,IC50,Cytotoxicity against multidrug resistant human MCF7 cells cultured in vinblastine containing medium assessed as growth inhibition after 72 hrs by SRB assay,Confirmatory,28006904.0
443939,1461758,104234257,Active,,,0.99,IC50,Cytotoxicity against human wild-type MCF7 cells after 72 hrs,Confirmatory,28720329.0
443939,1461759,104234257,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7/ADR cells after 72 hrs,Confirmatory,28720329.0
443939,1489123,104234257,Active,,,1.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 24 hrs by CCK-8 assay,Confirmatory,28757067.0
443939,1490964,104234257,Unspecified,,,25.2,IC50,Cytotoxicity against human MCF7/ADM cells after 24 hrs by sulforhodamine B assay,Confirmatory,28418245.0
443939,1498374,104234257,Active,,,4.6,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,29884536.0
443939,1498576,104234257,Active,,,1.72,IC50,Growth inhibition of human MCF7 cells after 48 hrs by MTT assay,Confirmatory,29903663.0
443939,1498577,104234257,Unspecified,,,50.74,IC50,Growth inhibition of human MCF7/ADR cells after 48 hrs by MTT assay,Confirmatory,29903663.0
443939,1500601,104234257,Active,,,0.0448,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,28763646.0
443939,1500606,104234257,Unspecified,,,54.75,IC50,Antiproliferative activity against human MCF7/ADR cells after 48 hrs by MTT assay,Confirmatory,28763646.0
443939,1504836,104234257,Active,,,0.7,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability by MTT assay,Confirmatory,29215886.0
443939,1505073,104234257,Active,,,0.1,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,29286660.0
443939,1505074,104234257,Active,,,2.9,IC50,Cytotoxicity against human MCF7/ADR cells after 72 hrs by MTT assay,Confirmatory,29286660.0
443939,1508149,104234257,Active,,,1.2,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by MTT assay,Confirmatory,28803046.0
443939,1524518,104234257,Active,,,0.67,IC50,Antiproliferative activity against human MCF7 cells measured after 48 hrs by MTT assay,Confirmatory,30837097.0
443939,1541626,104234257,Active,,,1.0,IC50,Cytotoxicity against human MCF7 cells assessed as cell growth inhibition measured after 48 hrs by MTT assay,Confirmatory,31804070.0
443939,1543246,104234257,Active,,,1.0,IC50,Cytotoxicity in human MCF7 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Confirmatory,31268321.0
443939,1625723,104234257,Active,,,0.0222,IC50,Antiproliferative activity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,27213819.0
443939,1625739,104234257,Active,,,8.153,IC50,Cytotoxicity against P-gp overexpressing human MCF7/ADR cells assessed as reduction in cell growth after 24 hrs by MTT assay,Confirmatory,27213819.0
443939,1638224,104234257,Active,,,0.42,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,30677614.0
443939,1638225,104234257,Unspecified,,,39.52,IC50,Cytotoxicity against human MCF7/ADR cells after 72 hrs by MTT assay,Confirmatory,30677614.0
443939,1668784,104234257,Active,,,2.5,IC50,Cytotoxicity against human MCF7 cells incubated for 48 hrs by MTT assay,Confirmatory,32394716.0
443939,1706709,104234257,Active,,,1.1,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability by MTT assay,Confirmatory,33097300.0
443939,1751130,104234257,Active,,,1.2,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability by MTT assay,Confirmatory,34176266.0
443939,1754635,104234257,Active,,,1.02,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,34081476.0
443939,1762047,104234257,Active,,,0.72,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell proliferation after 72 hrs by MTT assay,Confirmatory,33689875.0
443939,1776431,104234257,Active,,,3.2,IC50,Cytotoxicity against human MCF-7 cells assessed as cell viability inhibition for 48 hrs by MTT assay,Confirmatory,33913326.0
443939,1785517,104234257,Unspecified,,,15.8,IC50,Antiproliferative activity against human MCF7 cells incubated for 72 hrs by MTT assay,Confirmatory,34648295.0
443939,1785518,104234257,Active,,,5.562,IC50,Antiproliferative activity against human MCF-7/ADR cells incubated for 72 hrs by MTT assay,Confirmatory,34648295.0
443939,1821803,104234257,Active,,,1.31,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 48 hrs by MTT assay,Confirmatory,34992039.0
443939,1821804,104234257,Unspecified,,,27.92,IC50,Antiproliferative activity against human MCF7/ADR cells assessed as reduction in cell viability after 48 hrs by MTT assay,Confirmatory,34992039.0
443939,1822516,104234257,Active,,,0.0256,IC50,Cytotoxicity in human MCF7 assessed as inhibition in cell growth measured after 24 hrs by MTT assay,Confirmatory,35084853.0
443939,1887829,104234257,Unspecified,,,28.4,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Confirmatory,34649064.0
443939,1887844,104234257,Unspecified,,,232.5,IC50,Antiproliferative activity against adriamycin resistant human MCF7/ADR cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Confirmatory,34649064.0
443939,1895014,104234257,Active,,,0.0012,IC50,Anticancer activity against human MCF7 cells assessed as inhibition of cell growth by MTT assay,Confirmatory,33940466.0
443939,1906032,104234257,Active,,,0.67,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,35339100.0
443939,1906033,104234257,Unspecified,,,85.14,IC50,Antiproliferative activity against human MCF7/ADR cells after 48 hrs by MTT assay,Confirmatory,35339100.0
443939,1907346,104234257,Active,,,1.13,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell growth incubated for 48 hrs by MTT assay,Confirmatory,35390712.0
443939,1927492,104234257,Unspecified,,,25.9,IC50,Antiproliferative activity against human MCF7 cells by SRB assay,Confirmatory,32688198.0
443939,1939830,104234257,Active,,,10.0,IC50,Anticancer activity against human MCF7 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Confirmatory,35694689.0
443939,1963273,104234257,Unspecified,,,58.8,IC50,Cytotoxicity against human MCF7/ADR cells assessed as inhibition of cell survival rate after 48 hrs by MTT assay,Confirmatory,27240278.0
443939,1983787,104234257,Active,,,0.2,IC50,Anticancer activity against human MCF7 cells incubated for 72 hrs by MTT assay,Confirmatory,37593579.0
443939,2021527,104234257,Active,,,1.0,IC50,Cytotoxicity against human MCF7 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay,Confirmatory,37947788.0
443939,2037097,104234257,Unspecified,,,18.14,IC50,Antiproliferative activity against human MCF7 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay,Confirmatory,37856840.0
443939,2037113,104234257,Unspecified,,,112.8,IC50,Antiproliferative activity against human MCF7ADR cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay,Confirmatory,37856840.0
132499770,1808682,381862640,Unspecified,,,43.17,IC50,Antiproliferative activity against human MCF-7 cells measured by MTT assay,Confirmatory,33860662.0
6063342,638477,103213680,Active,Q9UNQ0,9429.0,2.34,IC50,Inhibition of BCRP in human MCF7/MX cells assessed as Hoechst 33342 accumulation preincubated for 30 mins by Fluorometry,Confirmatory,22112540.0
6063342,1286193,103213680,Active,,,1.5,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,26690274.0
3973,1307275,103309971,Unspecified,,,29.1,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 24 hrs by MTT assay,Confirmatory,
104741,70324,103447197,Active,P03372,,0.00047,IC50,Antagonist effect on transcriptional activation in MCF-7 cells expressing estrogen receptor alpha,Confirmatory,10673099.0
104741,103267,103447197,Active,,,0.00049,IC50,Inhibition of estrogen-induced proliferation in human MCF-7 breast cancer cells,Confirmatory,9154963.0
104741,248712,103447197,Active,P03372,,0.004,IC50,Inhibition of 10e-9 M E2 stimulated MCF-7 breast cancer cell proliferation,Confirmatory,15324884.0
104741,248712,103447197,Active,Q92731,2100.0,0.004,IC50,Inhibition of 10e-9 M E2 stimulated MCF-7 breast cancer cell proliferation,Confirmatory,15324884.0
104741,249001,103447197,Active,P03372,,0.005,IC50,Inhibition of 10e-9 M E2 stimulated transcriptional activation in ER+MCF-7/2a breast cancer cells,Confirmatory,15324884.0
104741,249001,103447197,Active,Q92731,2100.0,0.005,IC50,Inhibition of 10e-9 M E2 stimulated transcriptional activation in ER+MCF-7/2a breast cancer cells,Confirmatory,15324884.0
104741,427281,103447197,Active,,,0.018,IC50,Cytotoxicity against human MCF7 cells after 4 days by MTT assay,Confirmatory,19467602.0
104741,728186,103447197,Active,P11474,2101.0,0.002,IC50,Antagonist activity at ERalpha receptor in human MCF7 cells assessed as inhibition of cell growth after 6 days by crystal violet staining method,Confirmatory,23448346.0
104741,1155379,103447197,Active,,,0.0019,IC50,Inhibition of 17beta-estradiol-induced in ERalpha positive human MCF7 cells proliferation assessed as [3H]-thymidine incorporation after 72 hrs by liquid scintillation counting,Confirmatory,24908652.0
104741,1228231,103447197,Active,,,0.6,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 5 days by CellTiter-Glo assay,Confirmatory,25879485.0
104741,1228239,103447197,Active,,,0.0006,IC50,Antagonist activity at estrogen receptor in human MCF7 cells assessed as inhibition of 17beta-estradiol-mediated transcriptional activation after 24 hrs by luciferase reporter gene assay,Confirmatory,25879485.0
104741,1251781,103447197,Active,P03372,,6.31e-05,IC50,Antagonist activity at ERalpha receptor in human MCF7 cells,Confirmatory,26407012.0
104741,1251782,103447197,Unspecified,P06401,5241.0,100.0,IC50,Agonist activity at progesterone receptor in human MCF7 cells,Confirmatory,26407012.0
104741,1251784,103447197,Active,,,0.0001,IC50,Antiproliferative activity against human MCF7 cells,Confirmatory,26407012.0
104741,1256269,103447197,Active,,,0.0006,IC50,Cytotoxicity against human MCF7 cells assessed as decrease in cell viability after 5 days by celltiterGlo assay,Confirmatory,26463130.0
104741,1385758,103447197,Active,,,0.0001,IC50,Antiproliferative activity against human MCF7 cells after 6 days by WST-1 assay,Confirmatory,30128071.0
104741,1385760,103447197,Active,,,0.0001,IC50,Proteolysis targeting chimera activity in human MCF7 cells assessed as induction of E3 ubiquitin ligase-mediated ERalpha degradation by proteasome after 24 hrs by in-cell Western assay,Confirmatory,30128071.0
104741,1443551,103447197,Active,P03372,,0.0034,IC50,Antagonist activity at ERalpha in human MCF7 cells assessed as inhibition of estrogen-induced transcription preincubated overnight followed by estrogen addition measured after 24 hrs by dual luciferase reporter gene assay,Confirmatory,28296398.0
104741,1443553,103447197,Active,P03372,,0.001,IC50,Induction of ERalpha degradation in human MCF7 cells after 18 to 24 hrs by Western blot analysis,Confirmatory,28296398.0
104741,1443577,103447197,Active,P03372,,6e-05,IC50,Induction of ERalpha degradation in human MCF7 cells assessed as inhibition of insulin-mediated cell proliferation after 6 days by Hoechst 33258 dye-based assay,Confirmatory,28296398.0
104741,1443610,103447197,Active,P03372,,0.0012,IC50,Induction of ERalpha degradation in human MCF7 cells after 18 hrs by Western blot analysis,Confirmatory,28296398.0
104741,1446051,103447197,Active,P03372,,0.0003,IC50,Downregulation of human ERalpha in human MCF-7 cells after 24 hrs by in-cell Western immunoassay method,Confirmatory,28657320.0
104741,1469717,103447197,Active,P03372,,0.0034,IC50,Induction of selective estrogen receptor alpha degradation in human MCF7 cells harboring TK-ERE-Luc assessed as reduction in estradiol-induced transcriptional activity after 24 hrs by luciferase reporter gene assay,Confirmatory,29562737.0
104741,1469719,103447197,Active,P03372,,0.0012,IC50,Induction of selective estrogen receptor alpha degradation in human MCF7 cells after 18 to 24 hrs by in-cell Western analysis,Confirmatory,29562737.0
104741,1469728,103447197,Active,,,0.0044,IC50,Antiproliferative activity against human MCF7 cells after 6 days in presence of estradiol by CellTiter-Glo assay,Confirmatory,29562737.0
104741,1469729,103447197,Active,P03372,,0.0038,IC50,Induction of selective estrogen receptor alpha degradation in human MCF7 cells harboring TK-ERE-Luc assessed as reduction in estradiol-induced GREB1 mRNA expression after 24 hrs by TaqMan assay,Confirmatory,29562737.0
104741,1535226,103447197,Active,,,0.0006,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell proliferation measured after 5 days by Cell-titer-Glo assay,Confirmatory,30587451.0
104741,1558987,103447197,Active,,,0.001738,IC50,Antiproliferative activity against human MCF7:5C cells assessed as reduction in cell viability incubated for 7 days by Hoechst 33258 dye based assay,Confirmatory,31746603.0
104741,1558989,103447197,Active,,,0.0006026,IC50,Antiproliferative activity against human MCF7:WS8 cells assessed as reduction in cell viability incubated for 5 days by Hoechst 33258 dye based assay,Confirmatory,31746603.0
104741,1558991,103447197,Active,P03372,,0.001585,IC50,Inhibition of ERalpha in human MCF7:WS8 cells assessed as increase in degradation of ERalpha incubated for 24 hrs by In-Cell Western assay,Confirmatory,31746603.0
104741,1572318,103447197,Active,P03372,,0.005012,IC50,Antagonist activity at ERalpha in human MCF7 cells assessed as inhibition of estradiol-driven cell growth measured after 7 days by SYTOX green-based assay,Confirmatory,30640465.0
104741,1629292,103447197,Active,,,0.0015,IC50,Antiproliferative activity against human MCF7 cells after 5 days by coulter counter analysis,Confirmatory,27529700.0
104741,1629294,103447197,Active,,,0.044,IC50,Antiproliferative activity against human tamoxifen-resistant MCF7 cells after 5 days by coulter counter analysis,Confirmatory,27529700.0
104741,1658825,103447197,Active,P03372,,0.00032,IC50,Induction of ERalpha degradation in human MCF7 cells after 4 hrs by FITC/Hoechst staining based immunofluorescence imaging analysis,Confirmatory,32551022.0
104741,1658827,103447197,Active,,,0.0026,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 72 hrs by Celltiter-Glo assay,Confirmatory,32551022.0
104741,1690979,103447197,Active,,,4.93,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell mass measured after 72 hrs by crystal violet staining based assay,Confirmatory,32169784.0
104741,1829679,103447197,Active,,,0.00058,IC50,Antiproliferative activity against human ER-positive MCF7 cells assessed as reduction in cell viability measured after 120 hrs by crystal violet staining based assay,Confirmatory,33904307.0
104741,1829680,103447197,Active,,,0.0018,IC50,Antiproliferative activity against human MCF-7/TAMR-1 cells assessed as reduction in cell viability measured after 120 hrs by crystal violet staining based assayy,Confirmatory,33904307.0
104741,1855797,103447197,Active,,,0.00029,IC50,Antiproliferative activity against human MCF7 cells assessed as inhibition of cell growth,Confirmatory,35964426.0
104741,1928724,103447197,Active,,,0.00035,IC50,Antiproliferative activity against human MCF7 cells,Confirmatory,33138369.0
104741,1963379,104054514,Active,P03372,,0.0004,IC50,"MCF-7 Cell Growth Study from US Patent US20240043442: ""SELECTIVE ESTROGEN RECEPTOR DEGRADERS AND USES THEREOF""",Confirmatory,
104741,1973932,103447197,Active,,,0.16,IC50,Antiproliferative activity against human MCF7 cells incubated for 72 hrs by CCK8 assay,Confirmatory,37037140.0
104741,1989207,103447197,Active,,,0.33,IC50,Antiproliferative activity against human tamoxifen-sensitive MCF7 cells assessed as inhibition of cell growth incubated for 72 hrs by CCK-8 assay,Confirmatory,37161783.0
104741,2009030,103447197,Active,,,0.0001,IC50,Antiproliferative activity against human MCF7 cells assessed as cell growth inhibition incubated for 5 days by MTT assay,Confirmatory,37019030.0
104741,2011759,103447197,Active,,,0.12,IC50,Antiproliferative activity against ERalpha positive human MCF7 cells assessed as inhibition of cell proliferation incubated for 72 hrs by CCK8 assay,Confirmatory,37584263.0
3715,492148,103163840,Unspecified,,,100.0,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,20583750.0
3715,1663615,103163840,Unspecified,,,1000.0,IC50,Anticancer activity against human MCF7 cells assessed as cell growth inhibition measured after 48 hrs by MTT assay,Confirmatory,32527536.0
3715,1743654,103163840,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability measured after 24 hrs by MTT assay,Confirmatory,32987314.0
3715,1743655,103163840,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay,Confirmatory,32987314.0
3715,1743656,103163840,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability measured after 72 hrs by MTT assay,Confirmatory,32987314.0
3715,1891737,103163840,Unspecified,,,50.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability measured after 24 hrs by MTT assay,Confirmatory,35468536.0
3715,1945800,103163840,Unspecified,,,100.0,IC50,Antiproliferative activity against human MCF7 cells incubated for 48 hrs by MTT assay,Confirmatory,36257283.0
11625818,1279713,163315619,Active,,,0.78,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,
11625818,1600815,163315619,Unspecified,,,10.0,IC50,Antiproliferative activity against human MCF7 cells by MTT assay,Confirmatory,31434616.0
5329098,257598,103175684,Unspecified,,,50.0,IC50,Antiproliferative activity against estrogen-dependent breast cancer MCF7 cell line by MTS assay,Confirmatory,16213720.0
5329098,719604,103175684,Active,,,1.9,IC50,Antiproliferative activity against human MCF7 cells after 4 days by coulter counter method,Confirmatory,23124213.0
5329098,761445,103175684,Active,,,0.0031,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by CCK8 assay,Confirmatory,23777898.0
102581295,1541176,440150927,Unspecified,,,10.0,IC50,Cytotoxicity in human MCF7 cells assessed as reduction in cell viability incubated for 72 hrs by MTS assay,Confirmatory,31647655.0
4539,436989,103163909,Unspecified,,,238.0,IC50,Inhibition of human MCF7 cell proliferation by MTT assay,Confirmatory,19595598.0
4539,1396071,103163909,Unspecified,,,13.8,IC50,Dark toxicity against human MCF7 cells assessed as decrease in cell viability by MTT assay,Confirmatory,29673980.0
4539,1653090,103163909,Unspecified,,,137.0,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability by MTT assay,Confirmatory,30660827.0
4539,1832281,103163909,Unspecified,,,20.06,IC50,Antitumour activity against dox resistant human MCF7/ADR cells assessed as cell growth inhibition incubated for 72 hrs by MTT assay,Confirmatory,34319100.0
4539,1832286,103163909,Unspecified,,,19.37,IC50,Antitumor activity against human MCF7 cells assessed as cell growth inhibition incubated for 72 hrs by MTT assay,Confirmatory,34319100.0
4539,1930385,103163909,Unspecified,,,128.0,IC50,Anticancer activity against human MCF7 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Confirmatory,31881454.0
60750,103941,103233471,Active,,,1.66,IC50,"Inhibitory activity against MCF-7/WT-2'' (human, breast carcinoma) cell line",Confirmatory,12954073.0
60750,426610,103233471,Active,,,3.28,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,19362474.0
60750,503804,103233471,Active,,,0.0803,IC50,Antiproliferative activity against human MCF7 cells expressing p53 gene after 72 hrs by proliferative assay,Confirmatory,18469809.0
60750,526359,103233471,Active,,,0.08,IC50,Antiproliferative activity against human MCF7 cells expressing p53 after 72 hrs by celltiter-glo assay,Confirmatory,20873740.0
60750,611458,103233471,Active,,,0.149,IC50,Cytotoxicity against human MCF7 cells after 3 days by MTT assay,Confirmatory,21711054.0
60750,683841,103233471,Active,,,0.06,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by resazurin assay,Confirmatory,22944119.0
60750,742340,103233471,Active,,,0.0001359,IC50,SANGER: Inhibition of human MCF7 cell growth in a cell viability assay.,Confirmatory,
60750,1066254,103233471,Active,,,0.0072,IC50,Cytostatic activity against human MCF7 cells after 2 days by coulter counter analysis,Confirmatory,24341356.0
60750,1233457,103233471,Active,,,0.15,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,26025875.0
60750,1426827,103233471,Active,,,0.57,IC50,Cytotoxicity against human MCF7 cells incubated for 72 hrs under normoxic condition by MTT assay,Confirmatory,28075592.0
60750,1426828,103233471,Active,,,8.9,IC50,Cytotoxicity against human MCF7 cells incubated for 72 hrs under hypoxic condition by MTT assay,Confirmatory,28075592.0
60750,1602094,103233471,Active,,,0.038,IC50,Antiproliferative activity against human MCF7 cells measured after 72 hrs by MTT assay,Confirmatory,30716713.0
60750,1694959,103233471,Active,,,0.0014,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay,Confirmatory,33479633.0
60750,1776702,103233471,Active,,,6.1,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell viability after 48 hrs by MTT assay,Confirmatory,33964437.0
60750,1976724,103233471,Active,,,1.46,IC50,Dark toxicity in human MCF7 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Confirmatory,37360392.0
60750,1976727,103233471,Active,,,1.36,IC50,Photocytotoxicity in human MCF7 cells assessed as reduction in cell viability preincubated for 1 hr followed by visible light irradiation for 30 mins and measured after 72 hrs by MTT assay,Confirmatory,37360392.0
23728435,1710730,461522244,Active,,,1.9,IC50,Antiproliferative activity against human MCF7 cells expressing c-MET assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Confirmatory,26692349.0
23728435,1710731,461522244,Active,,,3.2,IC50,Antiproliferative activity against human MCF7-DOX cells expressing c-MET assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Confirmatory,26692349.0
35370,102615,103188975,Unspecified,,,10.0,IC50,Tested in vitro for anticancer activity against MCF-7 cells,Confirmatory,10072683.0
